image_name,cluster,centroid_distance
test_00000.jpg,cluster_0,64.61151640611341
test_00003.jpg,cluster_0,52.03145144925104
test_00011.jpg,cluster_0,97.1125158521438
test_00014.jpg,cluster_0,81.22799643706148
test_00015.jpg,cluster_0,71.05932779051567
test_00017.jpg,cluster_0,66.82691421721466
test_00018.jpg,cluster_0,96.04752513032076
test_00022.jpg,cluster_0,103.44548335725347
test_00027.jpg,cluster_0,57.12068550748542
test_00036.jpg,cluster_0,38.66314219295347
test_00042.jpg,cluster_0,59.21549471696409
test_00044.jpg,cluster_0,68.2596069754209
test_00047.jpg,cluster_0,28.2227323005611
test_00049.jpg,cluster_0,25.698461554005714
test_00052.jpg,cluster_0,72.39031904056012
test_00056.jpg,cluster_0,65.81168077405462
test_00059.jpg,cluster_0,49.553813495862
test_00069.jpg,cluster_0,46.477498883211986
test_00070.jpg,cluster_0,56.77116404741619
test_00071.jpg,cluster_0,81.91018407591004
test_00073.jpg,cluster_0,54.077541651235464
test_00074.jpg,cluster_0,79.97307738564974
test_00075.jpg,cluster_0,103.3234797331197
test_00078.jpg,cluster_0,14.589120175336516
test_00079.jpg,cluster_0,81.21774857374436
test_00086.jpg,cluster_0,82.96038934934413
train_00001.jpg,cluster_0,93.00401023497353
train_00002.jpg,cluster_0,31.934041792844113
train_00003.jpg,cluster_0,30.73906588716397
train_00004.jpg,cluster_0,79.64080555717771
train_00006.jpg,cluster_0,80.30669611854024
train_00008.jpg,cluster_0,80.50092353674772
train_00009.jpg,cluster_0,76.6904540758061
train_00012.jpg,cluster_0,73.23781270909369
train_00014.jpg,cluster_0,47.78578315883671
train_00018.jpg,cluster_0,75.85009113675201
train_00024.jpg,cluster_0,91.53828411362922
train_00027.jpg,cluster_0,81.15286616425254
train_00032.jpg,cluster_0,93.46719408441646
train_00034.jpg,cluster_0,93.37774641666842
train_00037.jpg,cluster_0,21.290671615540013
train_00042.jpg,cluster_0,29.7115392306643
train_00044.jpg,cluster_0,30.029396128970173
train_00051.jpg,cluster_0,52.822290326460426
train_00059.jpg,cluster_0,25.42704086784208
train_00062.jpg,cluster_0,55.21335844076402
train_00068.jpg,cluster_0,101.40704022566145
train_00069.jpg,cluster_0,64.41279477663596
train_00073.jpg,cluster_0,65.86344797278646
train_00075.jpg,cluster_0,80.26360979344872
train_00076.jpg,cluster_0,48.11623823920361
train_00078.jpg,cluster_0,32.031783889048846
train_00079.jpg,cluster_0,33.08358857192276
train_00085.jpg,cluster_0,77.00055448217756
train_00087.jpg,cluster_0,17.540626657756622
train_00090.jpg,cluster_0,75.16320882318723
train_00097.jpg,cluster_0,74.16848408577513
train_00102.jpg,cluster_0,58.114350384451384
train_00107.jpg,cluster_0,46.18936117843484
train_00115.jpg,cluster_0,87.26675267866507
train_00120.jpg,cluster_0,64.19168306065495
train_00121.jpg,cluster_0,66.39586668233396
train_00124.jpg,cluster_0,70.51335902086527
train_00128.jpg,cluster_0,58.43131149334335
train_00135.jpg,cluster_0,87.60838125886686
train_00138.jpg,cluster_0,57.44190473931944
train_00139.jpg,cluster_0,9.693927633122094
train_00146.jpg,cluster_0,68.64179697316098
train_00147.jpg,cluster_0,81.57882831067657
train_00148.jpg,cluster_0,96.23626575172283
train_00149.jpg,cluster_0,81.37676643499078
train_00150.jpg,cluster_0,83.3262274393844
train_00156.jpg,cluster_0,86.19134342123171
train_00157.jpg,cluster_0,97.94822670086211
train_00165.jpg,cluster_0,11.740137816526488
train_00167.jpg,cluster_0,59.607645801943534
train_00168.jpg,cluster_0,56.80430325468815
train_00171.jpg,cluster_0,76.39896243379924
train_00176.jpg,cluster_0,79.79057680295372
train_00177.jpg,cluster_0,31.179031979156903
train_00181.jpg,cluster_0,26.548245173631884
train_00183.jpg,cluster_0,49.47688582837934
train_00191.jpg,cluster_0,33.71795490164116
train_00194.jpg,cluster_0,35.63366700161687
train_00196.jpg,cluster_0,79.1733762366552
train_00198.jpg,cluster_0,26.151663196412386
train_00199.jpg,cluster_0,112.93883587726009
train_00202.jpg,cluster_0,78.76142892445827
train_00203.jpg,cluster_0,64.23527438957002
train_00210.jpg,cluster_0,102.47339689311372
train_00211.jpg,cluster_0,51.30092122745895
train_00219.jpg,cluster_0,50.49525533124092
train_00223.jpg,cluster_0,51.434892784413606
train_00224.jpg,cluster_0,92.76301927869706
train_00228.jpg,cluster_0,101.54824755921825
train_00230.jpg,cluster_0,89.13391268228803
train_00231.jpg,cluster_0,47.67912056318523
train_00236.jpg,cluster_0,89.48835531376864
train_00240.jpg,cluster_0,80.89668054609834
train_00242.jpg,cluster_0,16.880593246047855
train_00246.jpg,cluster_0,71.64173855838666
train_00249.jpg,cluster_0,66.79133587323892
train_00251.jpg,cluster_0,81.63380090055638
train_00257.jpg,cluster_0,16.152269010214635
train_00258.jpg,cluster_0,101.11987280287804
train_00261.jpg,cluster_0,18.982974114867076
train_00263.jpg,cluster_0,94.63862771155243
train_00264.jpg,cluster_0,117.64015037950718
train_00267.jpg,cluster_0,35.17759819515357
train_00268.jpg,cluster_0,64.14616475629177
train_00278.jpg,cluster_0,96.8834814956792
train_00301.jpg,cluster_0,52.66668305105657
train_00305.jpg,cluster_0,102.00945944568343
train_00318.jpg,cluster_0,74.27659867760504
train_00321.jpg,cluster_0,70.3167730282662
train_00323.jpg,cluster_0,87.50639968430856
train_00329.jpg,cluster_0,24.18905716519771
train_00331.jpg,cluster_0,13.752259061858485
train_00339.jpg,cluster_0,105.6970920028938
train_00348.jpg,cluster_0,86.70542524490966
train_00350.jpg,cluster_0,97.41678529083995
train_00351.jpg,cluster_0,52.11003284265068
train_00352.jpg,cluster_0,6.28724139255221
train_00353.jpg,cluster_0,66.67001368677748
train_00355.jpg,cluster_0,64.3528372111863
train_00359.jpg,cluster_0,57.55276416767443
train_00364.jpg,cluster_0,49.24933984158579
train_00365.jpg,cluster_0,69.7490835336
train_00367.jpg,cluster_0,58.980593364098006
train_00368.jpg,cluster_0,86.83839678330567
train_00369.jpg,cluster_0,64.3016103745448
train_00373.jpg,cluster_0,78.16488474948143
train_00378.jpg,cluster_0,61.993460691984716
train_00383.jpg,cluster_0,67.85344116196879
train_00385.jpg,cluster_0,21.857028089399712
train_00387.jpg,cluster_0,44.95225436145323
train_00393.jpg,cluster_0,71.87714049631565
train_00396.jpg,cluster_0,65.47765039427092
train_00398.jpg,cluster_0,79.52999534821419
train_00402.jpg,cluster_0,41.14444579918173
train_00403.jpg,cluster_0,30.983087191083634
train_00406.jpg,cluster_0,68.38420904163542
train_00408.jpg,cluster_0,79.91110328122123
train_00411.jpg,cluster_0,47.485354666056516
train_00417.jpg,cluster_0,80.61175761670934
train_00427.jpg,cluster_0,105.66670234735287
train_00431.jpg,cluster_0,100.33792235065391
train_00433.jpg,cluster_0,53.93448097206809
train_00436.jpg,cluster_0,114.11794558561412
train_00441.jpg,cluster_0,92.30037405743022
train_00455.jpg,cluster_0,68.51387366509876
train_00458.jpg,cluster_0,42.576108265282
train_00460.jpg,cluster_0,57.12625476168269
train_00463.jpg,cluster_0,11.50706163304932
train_00464.jpg,cluster_0,109.02575217032947
train_00467.jpg,cluster_0,72.91794715201947
train_00468.jpg,cluster_0,75.1907372494119
train_00469.jpg,cluster_0,73.66889695184898
train_00473.jpg,cluster_0,69.51097621988232
train_00477.jpg,cluster_0,88.91469691429477
train_00480.jpg,cluster_0,79.1500091801822
train_00481.jpg,cluster_0,92.05433859334626
train_00483.jpg,cluster_0,65.6604440726103
train_00485.jpg,cluster_0,73.97708373594178
train_00491.jpg,cluster_0,13.09424921009989
train_00503.jpg,cluster_0,60.04825918084764
train_00505.jpg,cluster_0,52.14558585088198
train_00506.jpg,cluster_0,43.15892440026969
train_00508.jpg,cluster_0,27.05793810208409
train_00511.jpg,cluster_0,61.674433433940315
train_00512.jpg,cluster_0,70.9664231670657
train_00516.jpg,cluster_0,94.04872677635564
train_00524.jpg,cluster_0,78.956269476449
train_00528.jpg,cluster_0,76.14098616244978
train_00529.jpg,cluster_0,72.42096697483645
train_00534.jpg,cluster_0,52.543084886169396
train_00542.jpg,cluster_0,94.8769150270531
train_00544.jpg,cluster_0,68.36269324651522
train_00550.jpg,cluster_0,111.56788193141308
train_00552.jpg,cluster_0,37.330399141053306
train_00553.jpg,cluster_0,91.68596130869928
train_00554.jpg,cluster_0,93.64682121251148
train_00558.jpg,cluster_0,86.26676905478766
train_00562.jpg,cluster_0,42.02401314262901
train_00565.jpg,cluster_0,89.23746298760582
train_00567.jpg,cluster_0,46.000475308038055
train_00568.jpg,cluster_0,70.17578739520803
train_00572.jpg,cluster_0,72.63347249637643
train_00576.jpg,cluster_0,71.21339454080629
train_00584.jpg,cluster_0,38.87705983727617
train_00585.jpg,cluster_0,86.2841228833842
train_00588.jpg,cluster_0,97.49244725453006
train_00589.jpg,cluster_0,43.63302447779908
train_00592.jpg,cluster_0,34.067638802907595
train_00593.jpg,cluster_0,60.357365432530486
train_00594.jpg,cluster_0,80.36106622606162
train_00595.jpg,cluster_0,11.926824126454918
train_00598.jpg,cluster_0,15.848346472994987
train_00599.jpg,cluster_0,67.99492943442091
train_00601.jpg,cluster_0,50.630477679982114
train_00603.jpg,cluster_0,49.05537872561799
train_00609.jpg,cluster_0,95.91524083300742
train_00611.jpg,cluster_0,54.48570955180446
train_00612.jpg,cluster_0,94.10939568801903
validation_00002.jpg,cluster_0,99.39969502412353
validation_00003.jpg,cluster_0,60.694614379899114
validation_00004.jpg,cluster_0,94.90050238855893
validation_00016.jpg,cluster_0,41.56414170188719
validation_00023.jpg,cluster_0,83.28399121080855
validation_00024.jpg,cluster_0,77.38025228698349
validation_00031.jpg,cluster_0,73.53619674764485
validation_00038.jpg,cluster_0,71.22214881443415
validation_00039.jpg,cluster_0,49.6996687619953
validation_00041.jpg,cluster_0,82.19445927350556
validation_00042.jpg,cluster_0,48.531837795122115
validation_00043.jpg,cluster_0,63.709406095056664
validation_00046.jpg,cluster_0,100.65312330770568
validation_00047.jpg,cluster_0,60.21453852469931
validation_00049.jpg,cluster_0,47.6009963823274
validation_00051.jpg,cluster_0,77.9858896822378
validation_00054.jpg,cluster_0,94.70140378810345
validation_00056.jpg,cluster_0,65.71892535336215
validation_00057.jpg,cluster_0,96.57699446256777
validation_00058.jpg,cluster_0,97.4935583923043
validation_00060.jpg,cluster_0,90.54313699217262
validation_00069.jpg,cluster_0,91.99498293774866
validation_00070.jpg,cluster_0,68.65236566984059
