filename,L,A,B,cluster
../dataset_original/all/CC_1000_jpg.rf.6f593c5bb4efe89cd4c8662acf7be859.jpg,126.5575,138.0017919921875,133.81317138671875,4
../dataset_original/all/CC_1001_jpg.rf.be542e90a7e3cd9b2d717f0f90271db0.jpg,130.64798828125,154.6738671875,158.61464599609374,0
../dataset_original/all/CC_1002_jpg.rf.fe2526ed3e2cc614514a28a9be878fe6.jpg,128.9560302734375,150.83572265625,157.720771484375,0
../dataset_original/all/CC_1003_jpg.rf.bf386900d6ffeebfdfc5895545c8ae81.jpg,154.05589599609374,144.61024169921876,135.41010009765625,3
../dataset_original/all/CC_1004_jpg.rf.0cdcd2ad170de3487103d98bae5c9154.jpg,133.9103173828125,148.7771337890625,156.80289306640626,0
../dataset_original/all/CC_1006_jpg.rf.ad6cb36eaaef2ac3f0c000365b6d8d9f.jpg,93.61308570685135,134.9922164288145,130.4894767918977,4
../dataset_original/all/CC_1007_jpg.rf.c2ce186f4309b1655701bb7066074ecd.jpg,112.09564593231346,143.18720489069665,140.09606830178177,1
../dataset_original/all/CC_1008_jpg.rf.11f7d10a75513c516a27fac03f34d4ed.jpg,159.27101318359374,137.5329052734375,132.02568603515624,4
../dataset_original/all/CC_1009_jpg.rf.5aa28b5a99c5d3f4c327c10ab9aeec54.jpg,140.447099609375,134.4159228515625,137.35645263671876,1
../dataset_original/all/CC_100_jpg.rf.ad1f71db501337bff187d12e0d38039f.jpg,108.92692138671875,147.94191650390624,142.9959033203125,2
../dataset_original/all/CC_1010_jpg.rf.0dbcf927da0c7ea4f24fb59c35c841a6.jpg,114.55414306640625,135.96890380859375,134.099248046875,4
../dataset_original/all/CC_1011_jpg.rf.9f14b7d74126447cec94977b6c65e5f5.jpg,119.30621826171875,144.70491455078124,140.834765625,2
../dataset_original/all/CC_1015_jpg.rf.b622067e114b3b7841eb580daf49e969.jpg,138.0828277550861,132.3273388232824,139.81852406145552,1
../dataset_original/all/CC_1016_jpg.rf.a35506de90e316f90acccfdde593a9a8.jpg,144.69788818359376,149.6193115234375,134.67274169921876,3
../dataset_original/all/CC_1017_jpg.rf.4da49f93682b29970e8c509341c1cb75.jpg,109.4590625,143.48076904296875,136.54865478515626,3
../dataset_original/all/CC_1018_jpg.rf.bd9d05fb765be0713eeeb0970f4ee076.jpg,98.567802734375,142.31260986328124,136.21632080078126,3
../dataset_original/all/CC_1019_jpg.rf.474c4a57f9a134482ca16ca76b4df880.jpg,142.1317138671875,140.4200634765625,143.893134765625,1
../dataset_original/all/CC_101_jpg.rf.d3645db3209015eb984418f50899b60c.jpg,112.31859375,146.80454833984376,137.99578369140625,2
../dataset_original/all/CC_1020_jpg.rf.9398f7061e1c2ea417eae3fd84db9b7c.jpg,141.00328369140624,140.3779443359375,143.99709228515624,1
../dataset_original/all/CC_1021_jpg.rf.fa92a61d4c9316599d7601d68b0aa618.jpg,138.77031494140624,140.71371826171875,144.327275390625,1
../dataset_original/all/CC_1022_jpg.rf.f84f389827e92b30f78cc23dac87adcb.jpg,155.43343117406428,145.20510322237917,144.60413672895342,2
../dataset_original/all/CC_1023_jpg.rf.59d5db6c81a7713ebbaaf1212740a9db.jpg,140.16120762898075,136.90678619908397,125.11809197355443,4
../dataset_original/all/CC_1024_jpg.rf.417e0c91adf5269c7af08044a8d9612b.jpg,144.31660400390626,140.22794677734376,134.3145703125,3
../dataset_original/all/CC_1025_jpg.rf.ec3062b6faf84160842c48df198280b9.jpg,130.217099609375,139.8893701171875,134.79202392578125,3
../dataset_original/all/CC_1026_jpg.rf.d015fd19b534986956a74b6283593050.jpg,97.857451171875,143.66682861328124,137.6165966796875,3
../dataset_original/all/CC_1027_jpg.rf.49d2fc30fe05610b11a567cb15266285.jpg,96.532021484375,143.14022216796874,135.7614404296875,3
../dataset_original/all/CC_1028_jpg.rf.fc77b4422987bd35087441ede0de7dca.jpg,136.71850830078125,141.09781494140626,150.42247314453124,1
../dataset_original/all/CC_1029_jpg.rf.5f0e8e70ecc0e19e85e83abb81c7380f.jpg,127.81143310546875,144.44167236328124,136.2379833984375,3
../dataset_original/all/CC_102_jpg.rf.5e7d4d58323474a5df3a8c3c779df988.jpg,103.72735107421875,148.22747802734375,139.3028662109375,2
../dataset_original/all/CC_1030_jpg.rf.f20f6eb5747799cec0e8296839d3e6d5.jpg,113.09571533203125,140.560595703125,133.70486328125,3
../dataset_original/all/CC_1031_jpg.rf.7d3dab802dddb7bf6447ec40d58c8475.jpg,130.784482421875,141.70645263671875,135.64994140625,3
../dataset_original/all/CC_1032_jpg.rf.430f11efd5460f4327976bf4235005f6.jpg,137.16902099609376,147.39816162109375,145.54381591796874,2
../dataset_original/all/CC_1033_jpg.rf.c6f60e6abc109ebd25a717be318b3d4d.jpg,140.1335986328125,145.13311279296875,144.46173095703125,2
../dataset_original/all/CC_1034_jpg.rf.286119e664dbaae265ab703297f0b854.jpg,142.3426171875,145.0520654296875,144.687451171875,2
../dataset_original/all/CC_1035_jpg.rf.fb05385f3eb3212f397c42d36a5434ec.jpg,128.38869723803037,142.81141799662598,137.54463511873809,3
../dataset_original/all/CC_1036_jpg.rf.c43922e4fd2efef6e405753dcc45d2f8.jpg,137.99955078125,138.85157470703126,129.68485107421876,4
../dataset_original/all/CC_1037_jpg.rf.0211fdaffdb4d7621223134e7f3ffc94.jpg,116.46607666015625,138.48110107421874,130.31088623046875,4
../dataset_original/all/CC_1038_jpg.rf.4a60377ffad379983d63ee931cfbdcbc.jpg,120.756923828125,130.9668505859375,149.81327880859374,1
../dataset_original/all/CC_1039_jpg.rf.34bad0a2e286fce62ef7e5a52db63a64.jpg,103.084296875,139.242568359375,142.83849853515625,1
../dataset_original/all/CC_103_jpg.rf.3d00281701fd96f6bc56bc5843ab0f2c.jpg,108.1912548828125,148.8394580078125,139.29419189453125,2
../dataset_original/all/CC_1040_jpg.rf.8dac25561a7070772d43d2c55bb01e7a.jpg,130.19289109592552,142.51755253308724,147.5855507459735,1
../dataset_original/all/CC_1041_jpg.rf.a93873b7f2bc7038d0534726c85a545c.jpg,145.62451904296876,136.78908935546875,138.70293212890624,1
../dataset_original/all/CC_1042_jpg.rf.19df5c4e5c3ace5bc2cb0d16ad502a57.jpg,147.8549365234375,142.26757080078124,145.40078369140625,1
../dataset_original/all/CC_1043_jpg.rf.395807ce3ac91b31afba68f64512dc0d.jpg,125.11253662109375,139.93447998046875,143.5507958984375,1
../dataset_original/all/CC_1044_jpg.rf.53cfb2ea6f93a3e6bf602c1ab89ce333.jpg,99.084443359375,139.14623291015624,138.476845703125,1
../dataset_original/all/CC_1045_jpg.rf.315146a7af4ad08f62ee8c3a3d2d0332.jpg,142.11019287109374,143.02164306640626,151.3212646484375,1
../dataset_original/all/CC_1046_jpg.rf.da7ebfe8cda67105b0c067d6f03e8cff.jpg,112.1288330078125,137.94531005859375,143.13748779296876,1
../dataset_original/all/CC_1047_jpg.rf.7e08b0acebbc8ed12000738541483a69.jpg,90.4258056640625,140.0269677734375,138.88699951171876,1
../dataset_original/all/CC_1048_jpg.rf.bfe7d7e9bb3588ad05c7ae3df8c51fc8.jpg,120.12837646484375,144.68615234375,143.53406982421876,2
../dataset_original/all/CC_1049_jpg.rf.dea543e1584c865583c14a77e7a3a343.jpg,123.841025390625,142.21632568359374,155.5976220703125,0
../dataset_original/all/CC_104_jpg.rf.33c05af8e6407c844d4d1c0d07198412.jpg,109.374716796875,148.16485107421875,138.8250634765625,2
../dataset_original/all/CC_1050_jpg.rf.0cef530431d371ae88db9fd71e0c9dfc.jpg,114.43692626953126,138.114208984375,140.53533447265625,1
../dataset_original/all/CC_1051_jpg.rf.c4ec9c1f9d03dded78f2570f332a247a.jpg,120.2291259765625,140.67592041015624,140.66314453125,1
../dataset_original/all/CC_1052_jpg.rf.1518d9b575c01963cb71a00a0eb60ac3.jpg,125.445478515625,144.04181396484375,151.54056396484376,2
../dataset_original/all/CC_1053_jpg.rf.7efa2b64aab279c6f9b405c278faf56c.jpg,139.541416015625,142.32876220703125,129.79333740234375,3
../dataset_original/all/CC_1054_jpg.rf.3ab42fc16f2b317430eeaedd70ab74b5.jpg,133.03565673828126,145.09495849609374,130.63856689453124,3
../dataset_original/all/CC_1055_jpg.rf.a2fce9beb9933d11c056352314349d9f.jpg,122.85470458984375,143.20650634765624,131.634423828125,3
../dataset_original/all/CC_1056_jpg.rf.14959caa47cde54ed24e7d32a0c80566.jpg,101.84112548828125,147.24648193359374,139.56471435546874,2
../dataset_original/all/CC_1057_jpg.rf.6d6fd5cc3592e0f016cf2b743210cee8.jpg,108.24932861328125,147.47918701171875,139.46605224609374,2
../dataset_original/all/CC_1058_jpg.rf.6c0dd1c311efefc9fa074543a0f2db10.jpg,106.62576416015625,148.0611328125,139.58760986328124,2
../dataset_original/all/CC_1059_jpg.rf.fd96a222061b07c745d63ceeb7572eb1.jpg,158.96978271484375,139.51448486328124,131.35958984375,4
../dataset_original/all/CC_105_jpg.rf.f7b51dcb41ab1cf6e4a392f20ddbca5f.jpg,101.6262939453125,146.509619140625,141.51561767578124,2
../dataset_original/all/CC_1060_jpg.rf.7e253faf5cbea9e02a1805cbdd1ffe96.jpg,151.53332535803398,135.9476852914321,136.24367550622804,4
../dataset_original/all/CC_1061_jpg.rf.808e15220820739ef5294a886581d269.jpg,144.510166015625,143.0639013671875,138.6904931640625,3
../dataset_original/all/CC_1062_jpg.rf.becb6333fea9988e48caa46e0a6aee05.jpg,149.2119482421875,142.84158447265625,140.30581787109375,1
../dataset_original/all/CC_1063_jpg.rf.0845c5847aff966040369d1a9e0085bc.jpg,149.5989990234375,137.12616943359376,136.58553955078125,1
../dataset_original/all/CC_1064_jpg.rf.91b38e7ed535eccf07527df88a38383a.jpg,160.0527392578125,135.8246240234375,133.91761474609376,4
../dataset_original/all/CC_1065_jpg.rf.76517bf1539232cf2da77ef3f90069ed.jpg,168.5814990234375,145.194189453125,143.1808544921875,2
../dataset_original/all/CC_1066_jpg.rf.55b32ee05fd82640241b90b385e8a0cc.jpg,148.47853431774678,141.66469393335677,140.3366635415446,1
../dataset_original/all/CC_1067_jpg.rf.1dd6aa50e38be13367ffdf4c3cd3d568.jpg,132.39903076171876,140.65635986328124,139.13224365234376,1
../dataset_original/all/CC_1068_jpg.rf.60f66fd5eabdba41f7a25e0968cb3438.jpg,144.76812687530975,142.1652298955808,139.7870307300555,1
../dataset_original/all/CC_1069_jpg.rf.4c30059fb9a588bbd841bef73d5ce0bf.jpg,142.24185302734375,140.63339599609375,139.88787841796875,1
../dataset_original/all/CC_106_jpg.rf.3941dd07d538140d738c9f5f86d027e9.jpg,105.1947412109375,148.26601806640625,141.80725830078126,2
../dataset_original/all/CC_1070_jpg.rf.781f1acc4e976ef5fe5918006e3e4ab9.jpg,136.67135009765624,142.840205078125,140.3510546875,1
../dataset_original/all/CC_1071_jpg.rf.cc8b29a281ea8e44751d59122f4fba01.jpg,143.70113037109374,142.57381591796874,139.2834619140625,1
../dataset_original/all/CC_1072_jpg.rf.740bdf8fe035fba660ca71d809bfa4b7.jpg,157.3462255859375,143.3309814453125,140.45640869140624,1
../dataset_original/all/CC_1073_jpg.rf.d0f009b5b35253c66d75aa379f27d64b.jpg,143.50066162109374,143.49887451171875,140.78334716796874,2
../dataset_original/all/CC_1074_jpg.rf.efafbe41b5200a57c30a312f5c26a5aa.jpg,142.768154296875,144.65752685546875,141.542734375,2
../dataset_original/all/CC_1075_jpg.rf.a7d28756b426ecae10622963e6ea80e3.jpg,138.4305126953125,141.93501953125,139.57454345703124,1
